filer_ein,filer_name,receipt_amt,govt_amt,contrib_amt,tax_year,xml_name
462020769,Empower Mali,1215723,0,1214421,2023,202441069349300004
911232334,BAINBRIDGE ISLAND SENIOR COMMUNITY CENTER,823163,39535,570532,2023,202400889349301410
453066454,THE HOUSING FOUNDATION OF WEST,687351,264034,13697,2023,202430939349301078
942894323,The Ohlone Humane Society Inc,431100,0,415278,2023,202401059349301260
561149068,ST PAUL PRESBYTERIAN CHURCH DAY CARE CENTER,572258,485799,0,2023,202401029349301420
831535090,LEAD CHANGES,337666,0,273773,2023,202401089349300725
061840058,HELPING ELEVATE LOW INCOME PEOPLE ECONOMIC AND COMMUNITY DEVELOPMEN,4821332,0,4821332,2023,202431089349301953
263700660,One 7 Ministries Inc,1043414,0,998821,2023,202411169349301146
134225573,Ministerio por Gracia Soy Salvo,381418,0,381418,2023,202421109349301902
464517112,LUZERNE COUNTY CHILD ADVOCACY,696109,335047,40258,2023,202420879349300702
061709290,COMMUNITY ACTORS OF SOUTH TEXAS,459865,0,371479,2023,202420869349301012
823264419,Center for Innovative Governance,2384393,0,2177173,2023,202411139349300446
251653165,Golden Tornado Scholastic Foundation,391105,0,263811,2023,202431139349300013
272482216,FAMILY PROMISE OF GREATER HELENA INC,304845,20528,253587,2023,202401009349301615
204478251,THE IMPACT PROJECT,377349,0,287813,2023,202400859349301775
731376817,AERONAUTICAL CENTER EMPLOYEES CHILD,1016510,296000,0,2023,202410979349300416
262798868,BRIDGEPORT YOUTH LACROSSE INC,411688,299852,44962,2023,202430999349300023
611043375,REGIONAL HEALTH CARE AFFILIATES INC,24077989,2974431,0,2023,202411109349301601
261429960,TAKECARE RELIEF FUND INC,1513186,0,1513186,2023,202401009349301140
742020145,DON BABIN EVANGELISTIC ASSOCIA,549329,0,549029,2023,202410979349300421
161551609,COMFORT HOUSE INC,1576643,78500,621185,2023,202430889349300938
208615433,TIMA INC,543538,0,543470,2023,202440869349300039
850655318,Feed New Mexico Kids Inc,357462,0,340566,2023,202421059349301157
842207501,VOLUSIA RECOVERY ALLIANCE INC,757582,0,657276,2023,202430949349300018
465681240,MAC'S MISSION,420180,0,420165,2023,202411159349300301
841766397,ORGANIC OUTREACH INTERNATIONAL INC,507385,0,330093,2023,202430999349300328
160864990,VICTOR FARMINGTON LIBRARY,987299,847594,124038,2023,202421039349301127
363617858,NORTH ST PAUL AREA FOOD SHELF,784028,0,717456,2023,202421009349301577
832077568,UPPER VALLEY CHILD ADVOCACY CENTER,448109,432854,13313,2023,202441029349300514
231672348,UNITED WAY OF PENNSYLVANIA,3232225,2053639,297226,2023,202440869349301119
463948346,BARBS DOG RESCUE INC,1016830,0,1016477,2023,202400899349300400
460790383,GLOBAL MOBILITY,931465,0,931465,2023,202440989349300904
030507729,GLOBE AWARE,447241,0,447241,2023,202420859349301417
270609272,FRIENDS OF THE ANIMAL SHELTER INC,1044097,0,739072,2023,202411159349301221
371856287,Seeds of Hope Inc,447771,0,429913,2023,202441149349301864
311547551,DERECH ETZ CHAIM INSTITUTIONS,825539,0,418537,2023,202430989349300613
455051775,CONTINENTAL DIVIDE TRAIL COALITION,1452097,286676,967569,2023,202421109349300822
364160878,DESTA,3310521,0,3218927,2023,202421079349300242
270500839,ADVANTAGE VILLAGE ACADEMY INC,598291,110000,488291,2023,202401099349300115
824192494,PANHANDLE ANTIQUE TRACTOR AND,314387,0,305491,2023,202421019349301312
202772942,CHRISTIAN SKATERS INCORPORATED,457798,0,281804,2023,202401069349300710
821437939,Austin Skyline Foundation,1426902,0,986370,2023,202440929349301284
842836898,Freedom In Christ Residential Centers,351232,0,321175,2023,202421019349301447
363566677,PIEGAN INSTITUTE,495627,0,487983,2023,202431039349301918
880859818,AMERICAN FRIENDS OF SHAY OLAMOT INC,593029,0,593029,2023,202441099349301209
810518152,ROUNDUP FOR SAFETY INC,282350,0,281641,2023,202441109349301464
721262466,CHILD ADVOCACY SERVICES INC,2647815,2066071,391416,2023,202401019349301960
522220010,PROJECT BRIDGES INC,1603705,0,1427155,2023,202411039349300141
412126841,PIN MINISTRY,1349683,415845,716538,2023,202441169349300534
050509160,Occupational and Environmental,253208,250000,0,2023,202401159349301005
470866864,Jerry Spencer Ministries Inc,278787,0,278732,2023,202421159349300512
800719925,MOUNTAIN COMMUNITIES FAMILY RESOURCE CENTER INC,341525,262242,76351,2023,202400929349301405
813537698,DEITY ANIMAL RESCUE AND FOUNDATION,380063,0,363638,2023,202421029349301952
264262998,ST PATRICK'S HOUSING CORP II,540191,317869,0,2023,202400979349300105
203091620,FRIENDS OF LARCHE ATLANTA INC,1480809,14223,545262,2023,202431149349302008
450509904,CHRISTIAN ART & THEATRE OF CORONA,914261,15000,258792,2023,202400959349301510
821476509,Planting people growing justice leadership institute,365172,0,345236,2023,202411099349300331
272522634,STILL WATERS OF WISCONSIN INC,273830,0,273830,2023,202410899349301751
382005153,GRACE EMMANUEL BAPTIST CHURCH,1460994,19400,1441590,2023,202420899349300927
208812402,Shen Yun Performing ArtsInc,51516963,0,8004321,2023,202421039349300917
921017476,MICHIGAN IMPACT INC,303806,0,303131,2023,202441169349301314
464379762,Multicultural Women Executive Leadership Foundation,428658,0,428658,2023,202431069349300208
382886660,GLEN ARBOR ARTS CENTER,465737,38125,272266,2023,202421139349300537
161544656,HEART OF THE CITY NEIGHBORHOODS INC,2367171,1468261,777561,2023,202440939349301009
046869408,Star Island Permanent Trust Fund,1536805,0,271884,2023,202400989349300700
954507327,So Send I You International,662156,0,587668,2023,202431149349302303
814802754,Heart Gallery of Tampa Inc,537214,0,482498,2023,202410879349301031
831210936,ISEEYOU FOUNDATION INC,368315,52500,315815,2023,202440959349301204
581703733,Domino's Pizza Partners Foundation,5291621,0,4472267,2023,202400949349301320
522023298,ALAFIA BABTIST CHURCH,254535,0,254535,2023,202401069349302215
383469219,GOOD SAMARITAN FAMILY SERVICES,1320109,0,1080131,2023,202401029349302005
263681514,HELP ANIMALS INDIA,453930,0,453095,2023,202400829349300905
844115119,Internet Safety Labs,855705,0,855705,2023,202420889349300842
454919269,FULTON COUNTY CENTER FOR REGIONAL,1024196,253343,0,2023,202410879349300626
853189992,RARE CROSSROADS INC,1483970,0,1483970,2023,202400929349301305
833777795,THE ANABAPTIST WAY INC,700046,0,660032,2023,202440929349300019
364104384,GRUNDY DEVELOPMENT CORPORATION,1242175,0,650925,2023,202431039349301008
020389031,CRISIS PREGNANCY CENTER OF,650916,0,356290,2023,202410869349301101
562462726,PRESBYTERIAN HERITAGE CENTER,468086,0,460872,2023,202401169349300220
824823763,222 FOUNDATION,899057,0,466959,2023,202441139349300114
593508679,LIFE TO LIFE MINISTRIES INC,436544,0,436544,2023,202441169349301414
473353777,Destiny Community Services,2157615,0,1882073,2023,202411079349301271
742387543,CHRIST'S KITCHEN,343612,0,307629,2023,202401159349302055
100000085,GREATER ROCHESTER ENTERPRISE,1874703,0,1867970,2023,202421039349301207
852885996,UNEGA MOUNTAIN DOG RESCUE,878663,0,878663,2023,202440859349301669
824491407,AL HADI CHILD CARE CENTER GSRP LLC,287033,287033,0,2023,202411069349301946
465552550,PRAXIS MINISTRIES,873697,0,793509,2023,202401049349300605
237225987,The Sakonnet Preservation Association Inc,3609207,3015,2431438,2023,202411119349300506
815180590,ELEVEN ELEVEN FOUNDATION FOR ARTS TECHNOLOGY,505015,0,505015,2023,202401039349301665
222467331,HOSPICE & PALLIATIVE CARE ASSN,1830573,49359,253141,2023,202420929349301287
061473645,Westie Foundation of America INC,450844,0,396202,2023,202400929349300790
862178469,PORTLAND HARBOR COMMUNITY COALITION,300429,4500,295889,2023,202441029349301014
593484464,ASON International Inc,538608,0,527449,2023,202421029349301337
463313048,Good Shepherd Medication Management,815374,0,547490,2023,202400879349301660
571237114,OUR LADY OF GUADALUPE INC,522620,0,471042,2023,202441069349300324
874159229,HEART OF AN ACE INC,891917,0,888979,2023,202441029349300134
421544046,RESTORATION OF HEARTS MINISTRY,786489,0,786489,2023,202401079349300200
920361943,Hope for PDCD Foundation,428796,0,426808,2023,202421069349300007
261540063,ST LAWRENCE HOUSING II INC,596893,380147,0,2023,202420979349300802
900642083,TICONDEROGA REVILTALIZATION,778565,85164,631271,2023,202421009349301602
450559236,MALAMAV COMMUNITY AND HUMAN SERVICES INC,3303097,0,3303097,2023,202421029349300542
141615406,FRANKLIN COUNTY COMMUNITY,837071,319418,42739,2023,202431129349300203
830678354,FANANGEL FOUNDATION INC,2950195,0,2950195,2023,202420859349301762
822590946,MACKENZIES MISSION,775408,0,632278,2023,202421099349300602
861981387,Housing 4 the Homeless,324342,86500,212293,2023,202411069349300866
521437290,THE COMMUNITY FIRE COMPANY OF PERRY,1009950,346775,95322,2023,202430999349300303
630963150,SAV-A-LIFE INC,1185027,0,743721,2023,202410939349300526
621710744,FAMILY CENTER INC,268017,0,268017,2023,202421069349301172
510489828,NEW YORK STATE ASSOCIATION FOR RURAL,1149478,1079872,10427,2023,202440859349300534
576140810,LORD BERKELEY CONSERVATION TRUST,525872,0,362904,2023,202420879349301557
232150107,CHRISTIAN TRAINING AND MISSIONARY FELLOWSHIP INC,353503,0,345941,2023,202420829349300057
843637187,CLEAN MIAMI BEACH INC,294663,15000,272175,2023,202440859349300204
820444885,IDACORP EMPLOYEE COMMUNITY SERVICES,473527,0,473240,2023,202421009349300712
311253620,WELLS COMMUNITY BOYS & GIRLS CLUB,612250,89701,396311,2023,202420839349300102
873881612,Emmett Till & Mamie Till-Mobley,852136,0,809150,2023,202401029349301765
465576818,NEAR EAST ORGANIZATION INC,5132232,0,5132217,2023,202401019349301335
800679286,OPERATION TAKING BACK OUR COMMUNITY,388690,0,388690,2023,202421159349300812
223149937,Footprints Inc,989178,0,667631,2023,202441029349300604
841567838,HOPE HOUSE OF COLORADO,6376028,33000,5098058,2023,202401159349302065
833913769,AMERICAN FRIENDS OF MEOROT,516340,0,516340,2023,202421079349301027
571085909,UPSTATE MEDIATION CENTER,468495,20000,302837,2023,202410939349301401
270523497,Mobility Management Partners Inc,2618312,2615198,0,2023,202440889349300634
473384600,The Serenity House of Flint,443484,0,429221,2023,202440859349300504
731653911,LISA LEVENSTEIN FOUNDATION,1080442,0,1068157,2023,202431169349300428
752220859,WHAT ABOUT REMEMBERING ME CENTER INC,2251815,129534,1094144,2023,202421039349300317
208964096,OPERATION FINALLY HOME,7382233,542401,6335742,2023,202440889349301714
264404535,Reaching Back to Our Youth,323557,323557,0,2023,202441109349300844
311798310,TRUEHOPE INSTITUTE,455142,0,455142,2023,202410969349301021
202691072,Phap Vu Buddhist Cultural Ctr of FL Inc,581382,0,581382,2023,202411069349300861
010588746,CELESTIAL MANNA INC,1438652,0,1432472,2023,202401029349300110
020786927,THE MCLEOD HOME INC,605544,34000,571544,2023,202400939349300915
753192845,THE SOLID FOUNDATION CHAPEL INCORPORATED,262597,0,262597,2023,202431139349300303
770450674,FRIENDS OF JAWBONE CANYON,2444717,2289115,124955,2023,202411149349301736
200593285,GLOBAL OUTREACH FOUNDATION,459403,0,459385,2023,202401029349300645
824045402,CHICAGO CULTURAL PERFORMING ARTS AND MEDIA ALLIANC,298706,298706,0,2023,202430939349300143
650305897,Guatemalan Tomorrow Fund Inc,567502,0,564558,2023,202421099349300632
582046314,MONROE CO COMMUNITY HEALTH ACCESS,324521,155939,168272,2023,202401019349301435
311553455,ST FRANCIS HOUSE NWA INC,33966999,18953,1817938,2023,202411109349300306
943441434,Loved Twice,718401,0,707445,2023,202411149349300121
811110291,MOMENTS OF HOPE OUTREACH INC,2229835,0,2228795,2023,202420899349301507
470627892,PRAIRIE PLAINS RESOURCE INST,784771,0,258045,2023,202401169349300510
562053857,The Bread of Life Inc,345217,11500,281689,2023,202430859349301208
463280693,THE FREEDOM FOUNDATION,534412,0,530448,2023,202400969349301625
650374954,OUR DAILY BREAD OF BRADENTON INC,718952,0,381156,2023,202401019349300825
208016900,TED BROWN MUSIC OUTREACH,367399,56796,244332,2023,202410889349300046
841248840,COLORADO GOLF ASSOCIATION,5677028,0,834641,2023,202431079349300703
812741213,CITY GREENS MARKET INC,720422,0,342199,2023,202411019349300426
566020417,FAMILY GUIDANCE CENTER INC,799402,545142,53917,2023,202441069349302019
132558480,ROSE MEMORIAL LIBRARY ASSOCIATION,572551,529389,12417,2023,202421159349300522
330279963,MIRACLE HOUSE FOUNDATION,404330,0,311220,2023,202401159349301035
453711812,MARION ANIMAL RESOURCE CONNECT,500415,85843,185190,2023,202431149349301953
911827339,CENTRAL OREGON TRAIL ALLIANCE INC,730971,0,718822,2023,202421039349301852
853085043,CRESER Capital Fund,1558597,496220,992737,2023,202400949349301345
873847988,GOODS FOR GOOD,304838,0,304838,2023,202401149349301980
463741893,SERVANTS HEART MINISTRY CORPORATION,2677355,0,2443845,2023,202420959349301617
593839212,ENLIGHTENED LIVING ENTERPRISES,543841,0,543841,2023,202400919349300110
474291421,REFINERS HOUSE,322813,0,322813,2023,202401079349300800
474237541,SIOUX CITY PARKS AND RECREATION FOUNDATION INC,2324531,0,2208826,2023,202430899349300128
830722795,Loudoun Serenity House,594286,0,462144,2023,202441159349301209
862975580,Diamante First Tee Foundation,592769,0,347443,2023,202440959349300414
300889305,The Serenity Foundation of Seven INC,2200000,0,2200000,2023,202431159349302203
474905612,KELLEY LATTA MINISTRIES INC,382920,0,334625,2023,202410879349300621
620514164,Girls Incorporated of Bristol,1044010,0,503246,2023,202411089349301326
760727697,PASADENA ISD EDUCATION FOUNDATION,1199316,0,571999,2023,202441019349302159
251882612,TOPTON VOLUNTEER FIRE COMPANY NO 1,1153637,250072,84916,2023,202400969349300705
852482031,STUDENT LUNCHBOX INC,1569017,10800,1550079,2023,202430859349301103
834209351,VIETNAMESE AMERICAN ORGANIZATION - VAO,299478,0,250945,2023,202421109349301722
943125475,Eternal Perspective Ministries,1073695,0,568585,2023,202431139349301813
392075804,4 LUV OF DOG RESCUE,602324,0,320681,2023,202400979349301015
541146260,Rapidan Volunteer Fire Department,292598,249151,34262,2023,202430889349300313
770061106,Wharf to Wharf Race Inc,1573130,0,453431,2023,202410899349300641
841303654,Colorado Christian Mission Stations,346023,0,345993,2023,202401169349301430
621502141,HARVEST FREEWILL BAPTIST CHILDCARE,2586023,0,1453073,2023,202420989349300307
874656639,MAGnet HCCN,4175030,4175000,0,2023,202431039349300618
813298688,Hooks for Heroes Inc,346585,0,346585,2023,202401139349300130
463208917,MOLLUSCAN SCIENCE FOUNDATION,2383369,0,2383369,2023,202431069349301318
852170889,RISING STAR ACADEMY OF NJ A NJ,1531915,558658,0,2023,202420949349300607
274478008,NORTHWOODS PREGNANCY CARE CENTER,286819,0,284710,2023,202441169349300204
461309620,ALL THINGS WILD REHABILITATION INC,354463,67348,269145,2023,202400849349300700
871469019,JUMPSTART OHIO,327370,0,264789,2023,202420939349301877
232814841,COMMUNITY COALITION,299944,0,296695,2023,202421079349300227
541975043,MISSION OF HOPE BOLIVIA,511820,0,511813,2023,202441109349300919
263636655,LATIN AMERICAN AND CARIBBEAN NETWORK FOR DEMOCRACY INC,350720,334579,16141,2023,202440869349300009
264100791,Animal Assisted Happiness Inc,507074,0,356388,2023,202421049349300122
465183143,Tree San Diego,759385,616939,66626,2023,202421019349301422
871928708,WORKFORCE TRAINING ASSOCIATES,631877,0,631877,2023,202420839349300522
916001724,OLYMPIC PENINSULA HUMANE SOCIETY,1429036,0,888474,2023,202410929349300706
742204391,EVERGREEN ANIMAL PROTECTIVE LEAGUE,1386528,0,428779,2023,202420959349301852
814498321,The Nutrition Coalition,499394,0,499105,2023,202430919349300308
160743114,PATTERSON LIBRARY,2610770,223480,889768,2023,202411149349301321
943123439,ASSOCIATION OF LUNAR AND PLANETARY OBSERVERS,847111,0,800000,2023,202441159349301964
463144513,HAWAII WOMEN IN FILMMAKING,370720,117638,199691,2023,202440889349301334
237396621,Child Care Council Inc,10033764,8909265,571302,2023,202441139349300834
473874487,PEACE INTERNATIONAL,348712,0,348712,2023,202420859349300207
833321186,OCEANSIDE CHURCH INC,393937,0,393937,2023,202420939349301822
933166940,SLAC,821199,0,821199,2023,202430989349301003
464867689,INSTITUTE FOR CHINA-AMERICA STUDIES,643335,0,643335,2023,202431019349301843
381992182,PRAY AMERICA,574976,0,574976,2023,202421019349301322
461421645,SCHUMACHER CTR FOR A NEW ECONOMICS,1010033,0,960188,2023,202430919349300003
411641235,HOPE PREGNANCY CENTER,612427,0,602517,2023,202421029349301772
356006532,HUMANE SOCIETY OF ST JOSEPH COUNTY,2319234,0,332731,2023,202421039349301992
832172702,Micah 68 Initiative,408328,237500,164590,2023,202421089349301502
300779658,Authors Alliance Inc,394839,0,380023,2023,202401079349300145
870641040,Academy for Creating Enterprise,1345456,112859,1117264,2023,202421079349301452
853205384,HEALTHIERHERE,2482872,2482872,0,2023,202410969349300216
541112932,IVY CREEK FOUNDATION INC,304497,0,263343,2023,202431169349300403
471725236,WAGGAMAN COMMUNITY FOUNDATION,346328,0,346265,2023,202431069349300823
561252307,JUBILEE HOUSE COMMUNITY,1268486,0,601575,2023,202410939349301721
852097076,EVERY BODY ATHLETICS,570303,0,437509,2023,202401089349300740
061530091,Matter of Trust,722107,6330,545446,2023,202440879349300639
237070165,SOUTH SACRAMENTO INTERFAITH PARTNERSHIP,486922,116878,283357,2023,202441039349301234
202880950,Back to Basics Inc,566793,0,566793,2023,202420959349301807
811660313,UNDER GOD MINISTRIES,7183861,0,7183861,2023,202441069349300549
883776392,GIVESENDGO CHARITIES,581742,0,338571,2023,202421069349301807
933962863,TIFFANY CLOUSE FOUNDATION INC,898057,0,898000,2023,202400969349301550
134035109,RATTAPALLAX INCORPORATED,399523,136240,258100,2023,202431149349301978
824862966,VICTORIA COUNTY LONG-TERM RECOVERY,1157930,135634,814530,2023,202441009349300809
391777946,INTERFAITH CAREGIVERS INC,470537,367402,59728,2023,202410879349300501
161244101,MILLER HOSE COMPANY INC,455516,0,405049,2023,202420959349300342
461977890,WHITE HORSE MISSIONS,442885,0,272481,2023,202401159349300235
911451405,WILD FISH CONSERVANCY,1861959,1192020,313810,2023,202410869349301226
203021444,MARINE TOYS FOR TOTS FOUNDATION,359290259,0,353804840,2023,202400939349301125
453503902,DIOCESE OF KUMBO,350352,0,350352,2023,202401149349300305
710835511,MOUNTAIN HOME CHRISTIAN CLINIC INC,863507,842270,21007,2023,202440829349300284
316401361,GRANVILLE PUBLIC LIBRARY ASSOCIATION,1634398,1366105,35745,2023,202411099349301101
310833384,GREATER COLUMBUS ARTS COUNCIL,27213405,22869770,1545655,2023,202430889349301218
823773693,Addiction Recovery Coalition of New,411076,0,364231,2023,202401069349302105
383633581,INSTITUTE FOR SOCIAL POLICY,1633047,0,1574167,2023,202431029349301228
920248783,The Institute of Public Scholarship,289605,0,289605,2023,202421149349301147
311470593,Whole Systems Learning,1431725,0,1431725,2023,202400889349301910
261316274,BOBBY JONES CHIARI & SYRINGOMYELIA FOUNDATION,979400,0,465546,2023,202440939349300239
946126368,Rossmoor Scholarship Foundation,395693,0,326383,2023,202441149349300344
330526320,NISHIYAMATO INC,3814286,0,536354,2023,202431079349301608
570862658,BLUFFTON SELF HELP INC,3528471,25000,3024127,2023,202440959349300249
461310455,CHRONIC CARE INTERNATIONAL,343914,0,343092,2023,202411049349301231
911987659,SOUTHLAND ACADEMY FOUNDATION INC,1347180,0,330843,2023,202430859349301128
474073505,THE BEN JOHNSON EDUCATIONAL CENTER,280042,0,280042,2023,202440859349301799
832474739,INDIANAPOLIS PUBLIC TRANSPORTATION FOUNDATION,1565952,922219,304841,2023,202410879349300236
810393444,PROPERTY AND ENVIRONMENT RESEARCH CENTER,5931884,0,5691224,2023,202420959349300442
330210280,UPLIFT,263136,0,261499,2023,202410839349300026
821187380,TOWN OF MOUNT DESERT COMMUNITY,299340,0,299340,2023,202401159349300535
050413808,RIGHT TO LIFE SERVICES INC,352570,0,303426,2023,202441159349300009
472431304,MANDALA SOUTH ASIAN PERFORMING ARTS INC,465296,90373,259956,2023,202421169349300507
020398396,NEWFOUND LAKE REGION ASSOCIATION,1807762,66349,1514870,2023,202431079349300028
300515313,HARI KRISHAN PUBLICATIONS,1525130,28000,1388588,2023,202400949349301730
411504758,New Hope Baptist Church,431616,62173,350809,2023,202430859349300708
330099523,The Way Out Ministries Inc,516176,0,332427,2023,202410879349301421
921030867,CAROLINA COUNTRY CLUB,449036,0,426323,2023,202421009349300807
231399588,YORK COUNTY SOCIETY FOR THE PREVENTION,6688937,352172,2918443,2023,202401139349301560
475478471,DESIRING ADVANCEMENT OVERSEAS INC,382749,0,382749,2023,202421159349301127
450566307,FEVERED DREAMS PRODUCTIONS,1057599,98484,685061,2023,202411029349300531
223764656,PARTNERS FOR KIDS AND FAMILIES INC,13341219,656199,0,2023,202430879349300438
813736063,FOOD FOR NEIGHBORS,664134,60359,591440,2023,202411069349300716
474426886,COMPASS REALTY & CONSTRUCTION GROUP,1599853,742955,69744,2023,202410899349300406
660686587,GUAM COALITION AGAINST SEXUAL ASSAULT AND FAMILY VIOLENCE CORP,939306,886790,52516,2023,202421139349301102
273671721,Fairways for Warriors Inc,859939,0,859939,2023,202431059349300713
874788872,Collaborative Earth Institute,261533,252162,9022,2023,202421169349300402
462389059,Compasspoint Mentorship,345937,44227,271484,2023,202401149349300500
823752131,THE NATIONAL FOUNDATION TO END,653250,0,533912,2023,202441149349301334
134011201,SAFEGUARD CREDIT COUNSELING,1267483,123792,816488,2023,202441139349301574
811352382,ReDefiners World Languages Inc,1307583,0,1222946,2023,202420939349301317
752152094,Gospel Harvesters International,306430,0,295945,2023,202441159349301504
900187120,SOUTH CENTRAL ECONOMIC DEVELOPMENT,4593885,1278779,539600,2023,202400879349300830
203945985,SOCIETY OF ST VINCENT DE PAUL EXETER,557147,12075,502861,2023,202411139349301901
611608393,ROCHESTER MUSLIM COMMUNITY CIRCLE,1127897,0,746213,2023,202440929349300724
351791786,ECHO COMMUNITY HEALTH CARE INC,15496335,5464711,99380,2023,202421149349300137
920721362,RODEL INSTITUTE,2433000,0,2433000,2023,202411069349300021
201000034,ALIGARH EDUCATION ENDOWMENT FUND INC,363570,0,353747,2023,202400949349300715
810743640,FRIENDS OF LEVITT PAVILION DAYTON,1021402,0,929395,2023,202411069349300016
942798433,Environmental Protection Information Center Inc,333278,0,314770,2023,202401169349300035
463614124,Army Week Association,541331,0,541331,2023,202401139349300315
881054629,Studio Route 29,498347,0,413594,2023,202430869349301023
465632252,THE EZEKIEL CENTER INC,714631,0,614444,2023,202410889349301416
382269018,Orchard Terrace Non-Profit Elderly,742605,538011,0,2023,202441109349301459
474743347,HOPEFUL BEGINNINGS,2941176,48849,265701,2023,202420999349301632
473392646,GORDON PHILANTHROPIES INC,470663,0,470663,2023,202431029349301478
562384527,PINKY SWEAR FOUNDATION,8389962,0,4448447,2023,202401139349300440
743068447,WEST BEND BASEBALL ASSOCIATION INC,333413,0,317937,2023,202441159349300324
814656224,BLAZING TREES,462823,0,459156,2023,202420969349301037
571109271,TELEIOS MINISTRY,1296536,0,1067700,2023,202440999349301039
510546775,SUMMERHILL COMMUNITY MINISTRIES INC,508095,0,508095,2023,202401159349300900
873400745,DDEMBE INC,316891,0,287135,2023,202431159349300208
314379480,ZANESVILLE WELFARE ORGANIZATION,13873555,0,308365,2023,202440939349301879
271263151,HEART INITIATIVE INC,1147740,0,1077725,2023,202420859349300302
320276489,JOY MAKING A DIFFERENCE,523839,523837,0,2023,202410949349300126
270425383,PLUTA CANCER CENTER FOUNDATION INC,3314126,0,361322,2023,202411139349301306
814950261,KOREAN K9 RESCUE INC,955504,0,741848,2023,202421029349300702
880687841,YAMPA RIVER BOTANIC PARK SOCIETY,401470,0,269517,2023,202421069349300512
363535053,BARNABAS INTERNATIONAL,4163637,0,3908573,2023,202410959349300016
203888380,DOWNTOWN TOLEDO IMPROVEMENT,1024924,1012891,0,2023,202400889349301225
541507199,THE CHILDHOOD LANGUAGE CENTER AT,5973065,0,270402,2023,202410959349300021
200476117,CASA OF BROWN COUNTY INC,776947,75000,434196,2023,202411159349301441
561198808,CARTERET COUNTY HUMANE SOCIETY INC,613926,181000,271490,2023,202440889349300139
471323851,FRIENDS OF PARIVAAR INC,1413129,0,1413129,2023,202401009349300600
872144122,LIBERTY HILL REDEVELOPMENT GROUP,262380,249003,13377,2023,202440859349300209
823634152,Middle Ground Corporation,359466,0,359466,2023,202441049349300304
884005856,Compete for a Cure Inc,280648,0,280648,2023,202410959349301101
953838636,JOURNEY HOUSE INC,789070,0,775894,2023,202421019349301527
832750180,WIREPOINTS CORP,294175,0,278075,2023,202411039349301811
823167630,GARMENT LEAGUE INC,602000,385000,27000,2023,202410949349300611
621516963,FORT CAMPBELL HISTORICAL FOUNDATION,2950961,1224106,531337,2023,202411149349301246
820709603,OHR HATZAFUN PRODUCTIONS,453047,0,426514,2023,202421169349302227
822392922,Southern Dallas Link Inc,358393,0,323693,2023,202410999349301436
930749992,UPWARD BOUND CAMP FOR PERSONS WITH SPECIAL NEEDS INC,542379,0,283937,2023,202431099349300823
870768881,COMMUNITY FOUNDATION OF ELLIS,389056,0,389019,2023,202400829349300175
813156995,KENDALL COUNTY COMMUNITY FOOD PANTRY INC,2930295,135605,2758474,2023,202421089349301452
863865816,LISA BAIN MINISTRIES INC,484756,0,390996,2023,202411169349301726
320373447,Africa New Day Inc,868028,0,677498,2023,202421009349301342
464112524,PAWSPERITY INC,10677432,82303,2726283,2023,202421069349300547
812961170,R C BLAKES MINISTRIES INCORPORATED,475751,0,475751,2023,202410959349300721
475410189,WARRIORS 4 WIRELESS SCHOLARSHIP FUND,788800,0,581300,2023,202440899349301129
851465412,Clare Rose Foundation Center,463015,1200,457045,2023,202401079349300740
751013058,Alliance for Women and Children,3352831,0,1185259,2023,202431159349301328
812786688,Outrageous Love Inc,385137,0,384793,2023,202410889349300121
710603948,NORTHWEST ARKANSAS CRISIS,412541,208337,203138,2023,202441019349301814
201316120,SIEMPRE UNIDOS,442281,0,442129,2023,202441159349301624
824391019,BELIEVERS BAPTIST CHURCH IN CHRIST INC,290221,0,290221,2023,202430869349301708
226075831,Princeton-Blairstown Center Inc,12401490,0,441469,2023,202440959349300039
262624053,MICHAEL AND MAURITA PATCHA FOUNDATI,2627084,0,2589644,2023,202441089349300814
455224727,HUMAN RIGHTS VOICES,535618,0,535618,2023,202400969349301020
931208756,SISTERS FOLK FESTIVAL INC,1663617,13916,459165,2023,202400999349301625
874557820,PALISADES REGIONAL FIRE RESCUE,896369,389329,365254,2023,202431149349301803
263562183,TRUE HOPE,252860,0,252860,2023,202431169349300848
770507666,STUDIO CHANNEL ISLANDS ART CENTER,789545,140178,143581,2023,202411009349301551
263187608,SHORERIVERS INC,4739340,2308654,1604555,2023,202440949349301029
383002473,CHILDREN'S LITERACY NETWORK,345963,33092,308144,2023,202441109349300424
472709721,HOUSE OF MILES EAST ST LOUIS,450977,0,450977,2023,202430879349301533
710988757,MISSOURI MAIN STREET CONNECTION INC,1455004,540016,667082,2023,202411029349300626
465359073,LOCKPORT LOCKS HERITAGE DISTRICT,452925,222000,209447,2023,202411069349300436
814673750,New Light Theater Project Inc,366527,0,303315,2023,202420959349300132
383500541,Lincoln Motor Car Heritage Museum & Research Foundation Inc,389448,0,250508,2023,202400829349300865
342018044,Kellermann Foundation,2169833,0,2112328,2023,202421059349300807
833732786,ALLIANCE FOR GLOBAL WATER ADAPTATION INC,1111034,566565,225129,2023,202411169349302356
952857916,FUNDAMENTAL CHRISTIAN ENDEAVORS INC,3852168,259231,1714394,2023,202410959349301221
364179877,LINCOLNSHIRE KOREAN EVANGELICAL CHURCH OF AMERICA,298840,0,298840,2023,202441049349300024
454598820,FRIENDS OF THE BURLINGTON COUNTY,779608,0,606297,2023,202410999349301721
